commentaire,classe
"Got to see this at the UK premier last night and have to say I thoroughly enjoyed it. The narrative reminded me of a fairy tale and the way stories are passed from generation to generation, while Ragnarok is still my favourite Thor movie cudos to Marvel Studios for giving Taika Waititi the chance to make a super hero movie for kids of all ages.Oh and make sure to stay for the mid and end credit scenes both are awesome.",positif
"Very little naked woman sceenes,thor kitchen my g is huge only cas cgi. Best characters are two goats that are carrying thors ship spoiler alert. Zeus was great but he is fat.",positif
"It cannot top Thor Ragnarok but it was really enjoyable! Compared to the first two Thor movies this is such an improvement. The only thing that could have been better was the plot. The story was pretty simple and focused on the comedy, which is not that bad, it just could've been a lot better.",positif
"Expect laughs, heart, and creativity, but don't expect a Ragnorak level movie.Unfortunately Thor: Love and Thunder can't be as good as Ragnorak simply because of when it's being released. Thor: Love and Thunder is the first Thor movie in what is essentially the new 'phase 1' of Marvel. There is a lot that needs to be set up and unfortunately Thor: Love and Thunder has to do it's part in setting up that greater story.All in all, it's an entertaining, well executed, movie that I walked out of in a good mood. Given what it has to accomplish in the overall Marvel narrative, I'd say that's an accomplishment. And with the ending that it has, I'm very excited to see what is set up in this movie payoff.",positif
I was not hyped for this movie because I didn't liked the trailer itself. This movie didn't gave me goosebumps like ragnarok. It was not that good but ok. I didn't expected much from this film. Villain was not much impactful like it was in Thor ragnarok. It was ok according to me. Depends upon you to watch it or not.,positif
"A casual MCU fan would find Thor: Love and Thunder to be more than enjoyable, arguably having the most character development in any solo Marvel Project. I would assume the vast majority of fans would rank this film better than Dr Strange: Multiverse of Madness but worse than Spider-Man No Way home. It does not live up to the standard of the last Thor movie but sides as one of the better MCU films. Waititi 's iconic humor does not disappoint in this film and is filled with top notch action scenes; Bale's depiction of Gorr the god butcher is impeccable; However the film fails to move the MCU's broader narrative forward and leaves fan asking did this film have any impact on anything and anyone.",positif
"Overall a good movie, brilliantly directed by Taika, manages to seamlessly move back and forth between hilarious comedy and dark moments. However it falls apart a bit towards the end as the ending was quite rushed, making the film feel like 10 minutes too short. Also No Way Home's multiverse exploration has skyrocketed everyone's expectations and we kinda want to see something about the multiverse in every Marvel movie now and when that doesn't happen its a bit disappointing. Apart from that this movie is good fun!",positif
"Thor: Love and Thunder! 9/10.The length of the movie doesn't make it a bad movie, sure it feels
pretty short but the story is still pretty good. The villain (Gorr The God
Butcher) was pretty terrifying, a very good actor and a very good
villain. The movie is one of the best in Phase 4 yet,
""is it better than
Doctor Strange MOM?"" My opinion is.... yes. The movie is just amazing
with Taika Waititi killin' it again, the movie was comedy, action, horror,
and sad which is just perfect for a movie, specially for an MCU movie.Now for the spoiler part:
Gorr is pretty horrifying, specially when he scares the living crap out of
the kids when he literally snapped an ""animal's?"" head. We also got
Heimdall's son in the movie and I think he would play a bigger part in
the future of the MCU. Heimdall appeared in the second post-credit
scene in Valhalla with Jane Foster/The Mighty Thor who sadly died in
the end, The Zeus part was pretty funny, Thor's butt was shown in
the scene which was pretty funny I guess and the fight scene in
Zeus' ""temple?"" was very cool with the VFX. Thor's got a daughter!Yay, Mjölnir is now back with Thor and the Stormbreaker was given to
the daughter. Stormbreaker got a little jealous on Mjölnir. Zeus was
thought dead after Thor threw the Zeusbolt to his chest but in the mid.Credits scene, Zeus was alive and Hercules was revealed! And that's
my review, I really enjoyed this movie and I'm looking forward to see.",positif
"I just watched it at a cinema and its a great movie worth to watch the only. Critic i got is to much COMEDY. You may think how us to much comedy bad well with a thor movie i expect it to be more serious it seems like thor and the rest didnt care about anything just joking around allda, Overall good movie.",positif
"Thor 4 is going to cause quite a bit of division, with some people loving the fast pacing and humour, and others citing a lack of character development with a flippant disregard of true, life-threatening danger.In a way, they'll both be right.There will also be a never-ending comparison to Thor: Ragnarok, with some justification, as TR was Taika's first foray into the MCU and therefore a breath of fresh air; but also with the same reasoning being a caveat that we are a bit inured to Taika's originality now, and thus not as easily impressed.While I agree that the director's penchant for not wasting time on minutiae allows the story to proceed apace, it felt as though the middle of the film failed to allow the antagonist to establish his bonafides as a true threat, reduced as he was to scaring children. Without going into specifics, the ending also nullified his emotional motivation that ""All gods must die.""However, the film makes up for some of these weaker points with imaginative use of powers, props and locations. But you aren't allowed a moment to digest the more serous moments, and end up leaving the cinema feeling a bit confused and uncertain as to whether you enjoyed what you just watched. Hence the division of opinion of those who watched the film, but didn't take more time to digest what they saw.So when you do see it, give yourself a few hours to let it soak in, then decide if you feel it was worthy of your time & money.",positif
"I liked this movie and I think it's a fine addition to the Marvel Cinematic Universe. It has the distinct directorial style of Sam Raimi with some quirky camera choices, horror elements and quick montages. The fight scenes and magic are more creative than in previous films, such as the musical battle. The visual design of the universes are very distinct and feels like other worlds have really come to life. It was very exciting to explore other worlds and other versions of Dr. Strange. Scarlet Witch has a truly terrifying presence.While I enjoyed the movie overall, it did disappoint some expectations and could have been better. As my review title states, it's more like Wandavision 2 than Doctor Strange 2. I kept wondering, whose movie is it? Elizabeth Olsen steals the show as Wanda, a corrupted demonic figure who fits the ""slasher"" role in this film, but her characterisation was also a bit too single-minded to feel like a real person.The pacing is very strange. It often skips about from one scene to another before they have really been explored or digested, leaving us with only a glimpse. This film feels like the characters are abruptly jumping between several films that have been awkwardly smashed together, unlike the first Doctor Strange film which was extremely focused. Cool scenes like the Illuminati were wasted by being disposed of so quickly. The multiverse isn't really explored beyond red and green being swapped and pizza balls being ""free"".The writing leaves a lot to be desired. As mentioned, this is essentially Wanda's story so nobody else is given much to work with. America Chavez is just there to run away from things, Christine Palmer is just there to give Dr. Strange something to anguish over and Wong is just there for the special effects. There are glimmers of character development but it goes nowhere. We keep seeing that Dr. Strange and Christine Palmer don't work out in any universe, which we already knew, but they keep repeating it for some reason, and it's not a compelling character relationship. Dr. Strange realises that he's really no different from the other versions of him, so he has to accept what he's got in this universe and not pine for things that are out of reach (i.e. Finding happiness without Christine). But he also realises that he can choose to be different from the other versions of him and work for the greater good without throwing anyone under the bus (i.e. Letting America Chavez keep her powers). Which one is it? What does he learn from the other versions of him?On a finer level, the dialogue had lots of problems. It was often very cheesy, like the supposedly inspiring speech Dr. Strange gives to America Chavez near the end. It was also full of blunt exposition, like the encyclopedic infodumps about multiversal powers, the Darkhold, the Vishanti, the Illuminati, Thanos and so on. There are times when it felt like the writing room had an extensive Q&A session where they tried to cover every possible viewer doubt, concern or plot hole, but instead of weaving the details in naturally, they just made the characters parrot their explanations verbatim, which sounded contrived and awkward. For example, there was one scene where the film stops so that Wong can ask Wanda point-blank why she wants full multiversal powers instead of just staying in one universe with her family. This happens a lot during the film.The writer Michael Waldron was chosen because of his experience with multiverse stories, especially Loki. This sounds great until you realise that Waldron has already run out of ideas and just wrote the same story again:Main tension: The powerful protagonist is put in cuffs and deprived of his powers (Loki: Loki; Dr. Strange: Stephen Strange).He is brought before a powerful tribunal of celebrity cameos with AI assistants to account for crimes against the natural order. Protagonist responds with snarky remarks (Loki: TVA, Owen Wilson and Miss Minutes; Dr. Strange: Illuminati, Patrick Stewart and Ultron robots).The tribunal has some heroic story for the public, but they are hiding a sinister secret (Loki: Time Keepers maintain the Sacred Timeline; Dr. Strange: Strange sacrificed himself to defeat Thanos).Due to having no powers, the protagonist resorts to hand-to-hand combat in their headquarters (Loki: Loki & Sylvia vs. TVA; Dr. Strange: Stephen Strange vs. Illuminati Mordo).They turn out to be staffed by imbeciles who couldn't catch a shoplifter. They are dispatched easily in combat so the plot can continue (Loki: TVA vs. Anyone else; Dr. Strange: Illuminati vs. Wanda).Main plot: A female character is being pursued because she has powerful abilities to transport herself across time and space and keeps evading everyone (Loki: Sylvie with orange portals; Dr. Strange: America Chavez with blue portals).Main threat: A female character possesses the minds of other people to attack (Loki: Sylvie's enchantments; Dr. Strange: Wanda's dreamwalking).Lazy and blunt exposition technique: Protagonist uses a machine to bring his memories to life (Loki: TVA timeline viewer; Dr. Strange: Shop display that projects your past trauma to the whole street).Lazy and blunt character development: Protagonist is forced to encounter an alternate version of a significant female character from his life to make him realise something about himself. She otherwise serves no story purpose (Loki: Simulation of Lady Sif; Dr. Strange: Illuminati Christine Palmer).Eventually, protagonist finds a deranged man who lives alone inside a castle in a post-apocalyptic realm. He knows more about the vaguely defined dangers of the multiverse and must be dispatched (Loki: He Who Remains; Dr. Strange: Sinister Strange).If Disney keeps hiring Waldron to write the same story, I'll save you ticket expenses by explaining the next Spider-Man movie. Tom Holland's Peter Parker encounters a universe-hopping Spider-Woman and tries to pursue her to find her secrets. He is captured by the multiversal Peter Parker Posse headed by Tobey Maguire and injected with a serum that neutralises his spider-powers. The film stops so that Maguire can give a half hour lecture about the finer details of the multiverse and how there can only be one Spider-Man per universe otherwise something vaguely bad happens. Spider-Woman arrives and controls the minds of some Peter Parkers and defeats them all in half a minute. Using a memory display machine, she reveals that the Peter Parker Posse isn't protecting the multiverse, they're secretly neutralising all the Spider-People's powers so their loved ones won't be in danger anymore. Spider-Woman turns out to be an alternate Aunt May, making Tom Holland's Spider-Man somehow realise that with great power comes great responsibility. They trace the neutralising serum to the Final Peter Parker, who lives in a universe where every single person got spider powers and misused them, leaving him as the only survivor. His life's mission is now to ensure that nobody ever gets spider powers and claims that ""with NO power comes NO responsibility!"" They defeat him and travel back to all the other universes with radioactive spiders to restore a Spider-Person in each of them. The end. Rinse and repeat for the next ten years.",positif
"The overall pacing is relentless and the sequel shows its hand a lot earlier than you'd expect. There's been endless speculation from fans about the villain, which i won't spoil here, but it's revealed surprisingly quickly.You can't help that feel somewhere in the multiverse, there's a better version of this movie that exists.",positif
"Sam Raimi definitely put a splash of horror in this action film. Doctor Strange in the Multiverse of Madness is darker & more violent than any previous MCU movie, which could be considered a strength. However, I felt like there was not enough multiverse and maybe too much madness. Despite the entertaining visuals, the plot is fairly chaotic, and the acting & dialogue are inconsistent. This movie is an entertaining ride, but it's a little too messy to stand on its own.",positif
"Xochitl Gomez shows up from an alternate reality and asks for Benedict Cumberbatch's help. She can travel between the various realities, but she has no control over it; when she's in a life-threatening situation, she autonomically zips into a a different world. She's been doing that a lot, since monsters have been attacking her to steal her ability. This is at least the second Dr. Strange she's asked for help -- here's the corpse of another.For reasons of the plot, Cumberbatch goes to Elizabeth Olsen, aka The Scarlet Witch for help. Waddaya know, she's been controlling the demons because she wants to get to an alternate world where she has children -- thus linking into the Disney+ show, Wandavision.Sam Raimi is back directing, and he borrows liberally, not only from earlier superhero movies, but from horror movies. This one has fewer quips than your average Marvel movie, but it does ask questions both overtly ""Are you happy?"" and symbolically. It's not my principal interest, but at a tad over two hours, my bladder didn't force me out of the theater.",positif
"The first Dr. Strange stands in its own, even for just superhero movies. But this one is still enjoyable, especially if you are caught up with WandaVision and Loki.I don't understand the unreasonable level of hate for anything post-endgame other than Spider-Man (shocker). Sure there's a couple things people have pointed out that I've noticed but the movie is nowhere near the suck-fest rabid fanboys insist it is. It's a fairly standard comic-book fare.I'm not going to convince anyone this is the best MCU movie, I don't even think it is. But it's good and it's fun. Some Marvel fans are weird now, they have no ability to have any nuance in their opinion.",positif
"I was not in a good head space at all watching it the first time, so I had to watch it a second time.My number one worry going into this film was that it wouldn't be a Stephen Strange film but a Wanda film. I was half right.Spoiler alert: She is the main baddie. And she kills many people to try and suck the power out of America Chavez in order to ""dream walk"", the act of going into a variant of oneself and taking over their body. She has been corrupted by an evil book and has found out there are variants of her children in the multiverse and she wants them for herself. I kind of felt like her story was already told in WandaVision, and this also feels like a season finale of that.The exposition, which there is a lot of, is not as bad as I've seen in other movies. But because there is so much ""madness"" going with Wanda chasing Chavez through the multiverse, the script doesn't allow that much space to breathe.There are some strong moments in the film involving Strange meeting his other selves, or talking with a variant of Christine, and being confronted with his own ego and arrogance. But sadly, they are very fleeting. And that's a huge problem. My favorite scenes in the MCU have always involved dialogues about morality, grief, mortality and other strong themes. Ex: The balcony scene in the first Doctor Strange + the Sokovia Accords debate in Captain America Civil War.The movie's themes are primarily about people wanting what they can't have. While this wasn't the sequel I was truly hoping for, it is what we have. It's what I like to call ""the saggy middle"": not quite up to par with its predecessors but entertaining and important nonetheless.",positif
"Man, what a disappointment, expected way more interesting plot as Strange is one of the coolest and most powerful characters - at least so far it seemed, as Wanda just mopped the floor with him and kinda everybody. She is waaaay more overpowered than supposed to and her motive as a main villain? Being with her children in another universe... Rather unoriginal, kinda we got that in Wandavision. The sensation hunting with other universe's characters were not used well or interestingly whatsoever, while that america chavez girl is just a terrible actor with zero chemistry with the stars. Just a weak story, badly used characters, way too much nonsensical ""fight"", was a missed opp, really hoped marvel can still be on that level than before Endgame, however seems Spiderman was the last big hit that was spot on. Thor is the last hope, the rest is seemingly ruined or much lower quality than the predecessors.",positif
"Most of the reviews i see dictate the movie a 6/10 saying there wasn't enough doctor strange or the movie was chaotic. This is my first review for marvel as I've only really liked 3 of their movies, but i feel this movie is really good and deserves a higher rating. I honestly think its receiving a low rating because it diverted from marvels generic direction. There was gore every marvel movie misses. Not much else to say, its one of their top tier movies, I mean madness is in the name and people believe the story too crazy?Save for the ending, that was pretty generic for marvel.",positif
"Hats off to Sam Raimi for a fantastic return to superhero films. That doesn't help the films weakest link, it's story.The biggest problem with this film story is it McGuffin. To begin with, Marvel broke their rule that the TV shows shouldn't influence or interfere with the films. Wanda is looking for her kids, makes perfect sense for anyone who has seen WandaVision. If you haven't seen it, because you don't subscribe to Disney+, simple choose not to see it or whatever reason a person has, it makes no sense. If the plot had revolved around her trying to find another Vision, it would of more understanding to the larger audience, as that was her biggest loss in the films. The reveal of the kids could of still worked. Unfortunately the Marvel films following EndGame have fallen foul of poor writing, plot elements or both.",positif
"While this film has a more grim tone than its predecessors it's still a Marvel film at heart. Of course it would take Sam Raimi to find the perfect blend of comic-book-movie, horror, fantasy and slapstick. He might be working with a massive budget now, but the man stays true to his roots and sticking with what he knows pays off.The pacing may seem disjointed or fragmented at times, but I feel that only reflects the complex nature of the multiverse within the film. Maybe it's not like other groundbreaking MCU films, but ultimately this is an entertaining feature.",positif
"So thanks to watching some early reviews on YouTube saying this is more of a Doctor Strange and Wanda movie than a Multiverse movie, I adjusted my expectations and I enjoyed the movie thoroughly.And you might say, ""well it's literally called Multiverse of Madness, how do you expect me not to expect a Multiverse from this movie"", which I agree with. I had the same expectation when I first heard about the name of the movie and saw the trailers. But trust me, the whole thing revolves around the Multiverse And there is a lot of Madness, but not in a way you're thinking of. Naming this movie Multiverse of Madness was a real double-edged sword and it really shows, by how people reacted to it.First of all, I gotta say that this is probably the most different and unique movie of MCU, at least in the aesthetic department, or should I say the most different-looking. And you already know it's exactly because of Sam Raimi and the horror and creepy aspect he introduces in this movie. And I loved it!About the runtime, I remember seeing people argue that 2 hours is not actually bad and Sam Raimi movies are always more or less 2 hours and we are the unreasonable ones to think 2 hours. And I and many others thought ""well how is a movie about the multiverse is gonna be only 2 hours? We need at least 3 hours"". Which weren't wrong, because after watching the movie I can say that it definitely needed at least 20 more minutes. The pacing is really on and off, it kinda lingers in some scenes and it fast-forwards in some scenes that needed more time, especially the ending. I think they just need to hire better writers because once again, this didn't ""feel"" a movie, it felt like an episode and a teaser to the real thing, but I still really enjoyed it and had fun with it.And it is really weird too because the last movie they released was literally 2:28 hours and they've already seen that the longer runtime still sells like Infinity War and the 3-hour Endgame which are like in the top 5 of all time sellers in BoxOffice. I don't know why they cut scenes or why they didn't let some scenes linger more. Was it because of the writing? Then why not hire better writers or a team of writers like Markus and McFeely who knew what they were doing and gave us 4 decently written movies? I hope now that they're delving into the multiverse stuff, they actually get more creative writers and work on the script a lot more before releasing the movie.It would be interesting to see a director's cut of the movie or even a Scott Derrickson version where he actually continued the first movie and not mainly WandaVision (which is an understandable problem people have with this), but we'll never see just like we'll never see Edgar Wright's Ant-Man. If I were in Feige's, I'd just go crazy with every movie and give 100% freedom to directors to make whatever tf they want and go nuts with it and have a different MCU next to the main one. And even now is the best time to do it, why not let Edgar Wright make an Ant-Man movie and call it something like What If Ant-Man...? This is the perfect opportunity for them to go crazy with the multiverse stuff, but I guess making movies is hard and expensive, but I doubt these movies won't sell. Just give directors full control and hire better writers and writing teams and the word of mouth and the good reviews do the rest, just like Everything Everywhere All at Once.For people that are concerned about cameos and think this is gonna be a cameo galore and fanservice, don't worry. The cameos are fairly short, they are great and serve the plot, and are not just there just to be there, and they have some of the most brutal scenes I've seen from MCU. There was one particular scene that you know when you see it, that trod the line between PG-13 and R, and was so brutal that if you showed me the clip of it without context and without telling me anything, I would assume it was a scene from The Boys season 3. Yeah, that level of brutality!Danny Elfman did the score and it fit the movie and the gothic vibe beautifully and there was a certain battle that I'm not gonna even hint at, but you'll know when you watch the movie, that was just audio-visual delight. I am a little disappointed and sad that they didn't use the amazing Doctor Strange theme Michael Giacchino did, and I think he would've done an amazing job if they kept him, but I guess Danny is Sam's blue-eyed boy. But the score is still good, just wish his iconic theme was used more in this movie.The visuals were amazing too, although it still had some that looked really bad, and it seems like Marvel has been lacking with CGI in this phase more than before, even in the tv shows.But the thing about the visuals is that even though they are great and a joy to witness, I kinda miss the reality-bending we got in the first movie and No Way Home, I wish they used it here too and went crazier with it.And as for the direction, I gotta say it's pretty good and it's obvious Sam Raimi directed it as it has his fingerprint all over this movie and I loved it. It seems like Marvel is getting a little more open to having visionary directors take the helm and give them freedom. It's obvious that this movie is not given to Sam with 100 percent freedom, but I think they're getting a little bit better and I hope this freedom becomes bigger in the next projects. Sam Raimi does a great job with all the creepy, horror scenes, and the jump scares and this movie is more about witchcraft than it is about wizardry and spells. I really hope they keep doing these different genres and don't just stick to action-comedy as they've been for a long time. It's a breath of a fresh air seeing this being a different kind of superhero movie.I also really liked that he actually used a good color grading and that the colors and environments are alive and that they don't look like another bland Marvel movie.I don't think I need to talk about the acting because you already know they all do an amazing job. But surprisingly Wanda is the star of this movie and some people have a problem with that? I get that it's called Doctor Strange and this movie kinda lets Wanda outshine him, but did you also have a problem with Infinity War being more of a Thanos movie, or The Dark Knight is more of a Joker movie? I don't get that people say Doctor Strange had less things to do or even less cool things to do than Infinity War, because it felt to me that they both had more of or the same amount of screen-time and Doctor Strange had obviously more screen time.And America Chavez is a really interesting and a great addition to the MCU and Xochitl Gomez did a good job of portraying her.Some reviews said that Christine Palmer was again underutilized, which I guess? But I don't know what more they could've done with the fast pacing of this movie and I thought they did a decent job with Palmer anyway. Obviously, and as I said before, this movie could've benefited from some breathers and 20 extra minutes, but it was still fine.We also get Ashley Williams of course! And Bruce Campbell is great as ever. You can't have a Sam Raimi movie without Ash!I also heard some people say that they liked the first one better, which it's ok I guess? You could argue that the pacing of the first movie was better and Stephen Strange had a good development in there, but since the villain sucked in that movie, I cannot say that the first one is better. The villain and ""their"" motivation in this movie were far better in this movie, and I guess they had some movies and shows to get more development and it's kinda unfair to compare and say this one had more development because duh. But even if this was their first appearance, they still had a better motivation and were a better character anyway. (I'm using ""they"" to not spoil who the villain is but I think it's obvious for anyone who that is)In conclusion, this movie might not be what you think is going to be, so manage your expectations. The acting is great, the direction and Sam Raimi's touch are great and so is the cinematography, the music is good but disappointingly there is little to no use of Doctor Strange's iconic theme, the villain is good, the visuals are great but it needed more visuals and reality-bending from the first one, the horror aspect is fine and gives a fresh look to the MCU, but it's ultimately rushed, the pacing needed some work and needed extra time. I also forgot to say that there are some loose ends left from the first movie that they didn't deal with for some reason and it's not really a continuation of Doctor Strange as it is more a continuation of WandaVision, and in that case, people are kinda right if they think this wasn't that much of a Doctor Strange movie and more Wanda's.Maybe I'm just a little carried away and I'm giving it an 8 impulsively, and I am doing it as I've done times before, and watching it a second time will show me its flaws better, and yeah it's not a full 8/10 but more like a 7.5 leaning towards 8 and I liked this one more than the first one.Update: Watched it a second time and I think I like it a little less and noticed more problems with it, but I still like it, so I'm changing it to a 7 here.",positif
"Many things do not make sense in this movie.Wanda's intention is so out of place. Even worse, she changes her mind at the end of the movie is awful. Imagine robbing a bank and changes your mind when you see bank staffs crying....Too much focus on Wanda. This makes Dr. Strange and other characters so meaningless in the movie.The first half is the movie set up audience for book of vishanti. Telling the audience how it is so important and unreachable. We didn't get to see book of vishanti being used once... why would Marvel introduce book of vishanti and hype the audience up in the first half of the movie.Poorly written script for america chavez. The entire movie we saw her and Dr. Strange running away from one place to another. She could not control her power her entire life but manage to control after Strange said ""believe in yourself""..... it's 2022 how could this even happen....",positif
Great visuals and acting from the cast but can't say I'm not disappointed. They tried bringing in so many characters to make future movies connect but by doing that the whole thing turned messy.,positif
"This won't be a fan favourite but mixing the marvel cinema experience with a splash of ""old school"" horror hit the target for me.It's weird, but id go as far as saying that a marvel movie was the best horror flick I've seen in over a decade.Dark, creepy and visually epic.The plot was pretty basic, but i had fun watching.I like that they're mixing it up.",positif
"SPOILER WARNING: I'm going to do my best to be as spoiler-free as possible, but I also want people going to see this movie to be, you know, surprised.It seems like the majority of people posting negatively about this movie hit the Venn Diagram just right of those that enjoy negatively posting on holidays as well. Now, I may be one of the most cynical people you'll ever meet, but it turns out that I actually want movies to entertain me. And when they entertain people other than me, I can accept their audience, move on and enjoy the movies that entertain me without dwelling.So yes: this is a superhero movie. It's a blockbuster. It's the 28th movie in the Marvel Cinematic Universe. You also have had to have some cursory knowledge of Wandavision -- there's this great thing called YouTube that has these things called recaps, you know -- and What If? Yet you can enjoy this without that. And yes, this has Sam Raimi coming back to direct a superhero movie.Even more importantly, this is the return of Sam Raimi to movies about cursed books.Doctor Strange director and co-writer Scott Derrickson left over creative differences -- his movie The Black Phone is coming out someday, right? -- and that left Raimi and Michael Waldron (Heels, Loki) to start over.From the original trailers, I was worried that this would cover the same ground as Loki, with Strange being called on the carpet for his abuse of the multiverse. Yet the movie does an early rug pull and places -- there's that spoiler reminder one more time -- Wanda Maximoff, the Scarlet Witch -- into the role of big bad.Some backstory: Wanda was born in Eastern Europe, where her parents were killed by a Stark Industries missile, and she and her brother Pietro (Quicksilver) survived and were augmented by Hydra's Baron Wolfgang von Strucker. Working with Ultron, she tried to destroy Stark and the Avengers before learning that the robot's real goal was destroying the human race. This led to her, the Vision (a clone of Ultron turned to the side of good) and the Avengers stopping Ultron and then her joining the team. She and Vision become a couple, join Steve Rogers' side during the Civil War event and then she must destroy Vision to protect the Mind Stone from Thanos, which means nothing, as he uses the Time Stone to undo her and Vision's sacrifice. After a five year-plus battle with Thanos, she and the Avengers win, but her grief at losing Vision causes her to basically abduct the entire town of Westview and create her own sitcom reality -- she learned English as a child from watching American TV -- and raising sons Tommy and Billy with the Vision before her illusion is shattered by Agatha Harkness. The truth is that she's destined to be the Scarlet Witch -- the MCU version of Dark Phoenix, the Harbinger of Chaos more powerful than the Sorcerer Supreme -- at which point Wanda traps Harkness in the town and leaves to study a book called the Darkhold, the Book of the Damned, created by the Elder God Chthon, written in blood on flesh pages (hey Sam Raimi) and bound into book form by Morgan Le Faye, not so coincidentally the villain of the first Dr. Strange movie on TV in 1978, long before the MCU was even a thing.Yet Wanda's quest isn't predicated on evil. She learns that there is more than one reality and that in each of these -- you can glimpse these realities in your dreams -- her children still exist and haven't gone away when the spells she cast at Westview were negated. All she wants is her children, but to get them, she'll destroy entire realities.Meanwhile...take a breath...there's America Chavez (Xochitl Gomez), who was born outside the multiverse and has the power to open doors between worlds. The first use of her powers pushed her parents into another reality and sent her running from the Scarlet Witch, who wants to absorb her power -- killing her -- so that she can find a world with her children and be a mother again.We return to the central MCU reality -- Earth-616 also the same number as the comic universe -- where Dr. Strange (Benedict Cumberbatch) is attending the wedding of the love of his life, Christine Palmer (Rachel McAdams) when a giant monster -- which can't legally be called Shuma-Gorath and is called Gargantos -- attempts to take America, who is saved by Strange and Sorcerer Supreme Wong (Benedict Wong). Of course, our hero has no idea that Wanda is the Scarlet Witch, but soon figures it out. The entire magical training world of Kamar-Taj attempts to protect America, who must escape with Strange through the multiverse.And that's where I really feel like the spoilers would be too much, right?So let's just discuss the merits of the film.I can't lie. I walked out of the movie with a huge smile on my face, but any film that combines the bull alien Rintrah and a cameo of the Living Tribunal with the look and feel of a Raimi film -- multiple dissolves of faces and objects like a comic book panel, wild POV shots, heroes getting slapped repeatedly and comedy mixed in with horror. Now, it's not full-on Evil Dead, despite the idea that this is the scariest MCU movie ever. I've seen a lot of folks upset about that, but what did you expect? Did Raimi make the Spider-Man films gore-filled epics?I also do like the idea that Dr. Strange continues to evolve from the self-possessed braggart he started as and the man who said to Spider-Man ""In the grand calculus of the multiverse, their sacrifice means far more than their deaths."" Whereas in Spider-Man: No Way Home, that line showed that Strange would do anything to protect the multiverse, when Defender Stranger says it in the beginning, it's to prove that Strange believes that he alone can save the say, when by the end, he realizes that he's not the only hero. When he said to Starlord in Avengers: Civil War that there was only one way to win, now he realizes that just as there are so many realities, there can also be so many solutions. He's also learned from each different version of himself -- Defender Strange, Earth-838 Strange and Sinister Strange -- the same one from What If? -- that he must make personal growth in addition to protecting the Earth. I loved the scene where he fixed his watch and bowed to Wong, showing that he understands his place.That's some pretty astounding character growth for a character in a blockbuster.Also, for Raimi fans, the 1973 Oldsmobile Delta 88 shows up. Bruce Campbell shows up -- twice. Even a Grindhouse Releasing logo shows up. Throughout, I didn't feel like he was compromised. The music fight alone is incredibly inventive, as is how Strange makes his way back to Earth despite being trapped on a ruined world.Perhaps most moving is a line that a certain wheelchair-bound hero says in the film: ""Just because someone stumbles and loses their way, doesn't mean they are lost forever."" That's an important message to understand. So is the fact that America has two mothers, a fact directly from the comic book and presented as such: it's just an ordinary way of life. As for America, her look and powers have emerged directly from the comics and work perfectly within the film, as she shows by the end that she may be smarter than any of the adults locked in this battle.I'd hope that even non-comic fans give this a chance. It's a visual-filled odyssey through worlds of magic and I had so much fun throughout. It did what all good films should: it made me forget life for a fleeting moment -- something needed more than ever -- and gave me joy.You can't ask for more than that, even if you rarely get it.",positif
"This isn't a MCU film, it's a Sam Rami film. I was in cloud 9 especially at the very beginning of the movie with its impressive visuals and intense, insane action. I haven't seen of all MCU but I'm very familiar with their usual formula or story structure. Into the Multiverse of Madness takes a more refreshing approach with a lot of brutality, felt pre-Disney era, and the humor felt right. Rami managed to added in some of his horror elements in there (Drag Me to Hell vibes) but I wanted more but I digress. The ""short"" runtime doesn't feel short, it's evenly paced out with no rushed moments (I recommend watching or rewatching WandaVision prior). Obviously, Cumberbatch and especially Olsen stole the show with their masterly performances. And last but not least, the amazing, Sam Rami god I miss him and his unique but amazing craft. Appreciate the movie for what it is and not with your expectations.",positif
"Whatever your thoughts are about Marvel you have to give them credit for their worldbuilding and character development. Wanda and Dr. Strange are both very unique and gray characters which makes them fun. The actors also do a great job portraying their characters.Marvel has never been this dark before. I'm honestly surprised it hasn't got a higher age limit. But it's great with darker content. Marvel has for a long time felt too childish but this feels more real and got a stronger effect.The multiverse is a very confusing subject and it can ruin movies, but it can also make them more fun. This movie did a good job not making it too confusing while also utilizing it and creating fun fanservice.Like the previous Doctor Strange movie, the visual effects are spectacular and breathtaking. There are some scenes which are not quite as believable but it doesn't take the viewer out of the movie.The problem with these powerful magic characters is that they are too overpowered. There's a lot of plot armor, but it's almost impossible to avoid when you're playing with these powerful heroes. The magic can be a bit convoluted at times, but just remind yourself that it's a movie. Don't try poke holes at every plothole or stupid decision. Just have fun because it's a fun movie.",positif
"Doctor strange and the multiverse of madness is a good film don't get me wrong. But it didn't have enough multiverse. The film had a couple of more horror styled moments in it. I also feel it didn't have enough strange for a doctor strange movie.This film had only a couple of multiverses they actually went into. But most multiverses that you see are when America charves opens a star portal and doctor strange go's through with her. There are only 2 and a half multiverses that they actually spend time in. So for a multiverse film, they should have had more multiverse in it.But the rest of the film was good. I do feel that strange should have had a bit more on screen time. Wanda actually had more onscreen time then doctor strange. But any way i still think this was a good film and i can't wait to see what happens with doctor strange.",positif
